_type,_id,_revision,_page.next,telkinio_pav,m_vietos_kodas,m_vietos_pav,koord,data,debitas,sroves_greitis,vandens_temp,suspend_medziagos,sarmingumas,deguon_istirpes,deguon_prisotinimas,ph,elektr_laidis,biochem_deg_suvartojimas,amonio_azotas,nitritu_azotas,nitratu_azotas,azotas_mineralinis,azotas_bendras,fosfatu_fosforas,fosforas_bendras,chem_deg_suvartojimas,anglingumas,chloridai,kalcis,kalis,magnis,natris,sulfatai,chlorofilas_a,kalcio_karbonatas,gyvsidabris,kadmis,nikelis,svinas,varis,chromas,vanadis,aliuminis,alavas,arsenas,cinkas,antracenas,fluorantenas,naftalenas,benz_a_pirenas,benz_b_fluorantenas,benz_k_fluorantenas,benz_ghi_perilenas,inden_123_cd_pirenas,p4_n_nonilfenolis,p4_n_oktilfenolis,p4_nonilfenolis,p4_nonilfenolis_sakot,p4_n_nonilfenolis_sakot,p4_tert_oktilfenolis,p4_t_oktilfenolio_dietoksilatas,p4_t_oktilfenolio_monoetoksilatas,p4_t_oktilfenolio_trietoksilatas,nonilfenoliai,pentachlorfenolis,benzenas,p12_dichloretanas,p123_trichlorbenzenas,p124_trichlorbenzenas,heksachlorbutadienas,trichloretilenas,tetrachlormetanas,dichlormetanas,tetrachloretilenas,trichlormetanas,aldrinas,dieldrinas,izodrinas,endrinas,alfa_heksachlorcikloheksanas,beta_heksachlorcikloheksanas,gama_heksachlorcikloheksanas,heksachlorbenzenas,pentachlorbenzenas,alfa_endosulfanas,beta_endosulfanas,o_p_ddt,p_p_ddd,p_p_ddt,p_p_dde,simazinas,atrazinas,diuronas,izoproturonas,chinoksifenas,aklonifenas,cibutrinas,terbutrinas,chlorpyrifosas,chlorfenvinfosas,trifluralinas,heptachloras,heptachloro_epoksidas,tributilalavo_katijonas,di2_etilheksilftalatas,chloralkanai,hbcdd,bde_28,bde_47,bde_85,bde_99,bde_100,bde_153,bde_154,pcb_28,pcb_52,pcb_101,pcb_118,pcb_138,pcb_153,pcb_180,p17_alfa_etinilestradiolis,p17_beta_estradiolis,estronas,eritromicinas,klaritromicinas,azitromicinas,amoksicilinas,ciprofloksacinas,diklofenakas,p26_di_tret_butil_4_metilfenolis,tiametoksamas,tiaklopridas,metiokarbas,oksadiazonas,trialatas,klotianidinas,imidaklopridas,acetamipridas,pfba,pfpea,pfhxa,pfhpa,pfoa,pfnr,pfda,pfunda,pfdoda,pfbs,pfhxs,pfhps,pfos,pfds,pfosa,dikofolis,alachloras,bifenoksas,cipermetrinas,dichlorvosas,hbcdd_izo_sum,pfos_dariniai,sulfametoksazolas,trimetoprimas,venlafaksinas,odesmetilvenlafaksinas,flukonazolas,penkonazolas,ipkonazolas,tebukonazolas,klotrimazolas,imazalilas,tetrakonazolas,dimoksistrobinas,famoksadonas,metaflumizonas,metkonazolas,mikonazolas,prochlorazas
datasets/gov/aaa/upiu_monitoringo_duomenys/UpiuValstybinioMonitoringoDuomenys,7d58d4fb-5dca-4921-bfaa-69e1ed74e400,028b0f64-d800-4877-b16f-0acdd288e202,,Kupa,LTR1558,Kupa ties Kupiškiais,POINT (6189431 560028),2017-02-20,,,3.3,5,3.9,11.34,84.753,7.9,859,4.8,0.26,0.032,4.2,4.492,6.5,0.084,0.1,48.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/upiu_monitoringo_duomenys/UpiuValstybinioMonitoringoDuomenys,7d658ee3-d642-430e-8fb6-9d5330db7aa1,87d5d367-de60-4427-ba7b-ce4ff4c9fea4,,Moluvenė,LTR1647,"Moluvėnė netoli žiočių, ties Saidžiais",POINT (6065367 567203),2021-08-05,0.199,0.19,18.6,4.8,3.6,8.26,88.913,7.68,438,3.3,0.116,0.049,0.386,0.551,0.734,0.031,0.07,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/upiu_monitoringo_duomenys/UpiuValstybinioMonitoringoDuomenys,7d692d44-6225-40cc-8a19-8877620cbdff,450ca881-201b-440a-9d52-3c5ec6789dbe,,NEMUNAS,LTR1,Nemunas aukščiau Druskininkų,POINT (5988125 497929),2018-03-05,218,0.83,0.0,9,2.5,11.6,79.181,8.0,528,2.2,0.22,0.018,1.5,1.738,2.3,0.033,0.079,32,9.8,,,,,,,,245.0,"<0,01","<0,1",<1,<1,"<0,8",1.1,0.46,<30,"<0,1",<2,<30,"<0,002","<0,002","<0,002","<0,004","<0,001","<0,001","<0,004","<0,003","<0,05","<0,05",,"<0,05",,"<0,05",,,,"<0,05","<0,05","<0,1","<0,2","<0,2","<0,2","<0,1","<0,1","<0,2","<0,2","<0,1","<0,2","<0,005","<0,005","<0,005","<0,005","<0,005","<0,005","<0,005","<0,005","<0,005","<0,004","<0,004","<0,005","<0,005","<0,005","<0,005","<0,025","<0,04","<0,04","<0,04","<0,05","<0,04","<0,004","<0,003","<0,5","<0,5","<0,5","<0,005","<0,005","<0,006",0.29,,,"<0,005","<0,005","<0,005","<0,005","<0,005","<0,005","<0,005","<0,01","<0,01","<0,01","<0,01","<0,01","<0,01","<0,01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<0,034","<0,0023","<0,0003","<0,0002","<0,013",,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/upiu_monitoringo_duomenys/UpiuValstybinioMonitoringoDuomenys,7d79258c-b903-4efe-89c5-a2fcce3ac10a,88ad821b-aad3-4f3f-8d5c-750ef831bc0e,,NERIS,LTR43,Neris ties Buivydžiais,POINT (6079287 611886),2019-07-01,34.2,0.4,20.3,6.6,3.4,8.68,96.767,8.28,395,2.1,0.02,0.007,0.201,0.228,0.45,0.024,0.058,<9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/upiu_monitoringo_duomenys/UpiuValstybinioMonitoringoDuomenys,7d818dd4-5cb3-4966-82e8-ca5b460b4e4e,9e9ced3e-c265-491a-b49c-fe5f24e0ca68,,Armena,LTR603,Armena netoli žiočių,POINT (6104274 458863),2019-05-13,0.178,0.1,10.1,6.8,6.2,10.4,92.527,8.1,691,2.3,0.18,0.013,0.27,0.463,0.62,0.044,0.07,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/upiu_monitoringo_duomenys/UpiuValstybinioMonitoringoDuomenys,7d8b37c5-addb-4f08-97f3-bd390d85b90c,5a94a56f-afb8-4f90-8ff8-d964208a26f6,,Alsa,LTR1390,Alsa ties Paalsiu,POINT (6119118 438740),2019-09-24,0.048,0.086,8.2,31,6.0,5.5,46.689,8.1,681,5.9,0.077,0.016,0.19,0.283,1.4,0.03,0.2,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/upiu_monitoringo_duomenys/UpiuValstybinioMonitoringoDuomenys,7da713ea-7f15-48f5-a5ef-72be9c123328,fa72cc96-f324-48a9-835d-d335ca173058,,Babrungas,LTR1379,Babrungas žemiau Plungės tvenkinio ties Kaušėnais,POINT (6199820 361238),2022-02-03,0.265,0.152,1.4,6.3,3.0,6.41,45.493,8.25,350,1.3,0.04,0.01,3.3,3.3499999999999996,4.0,0.012,0.04,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/upiu_monitoringo_duomenys/UpiuValstybinioMonitoringoDuomenys,7da77169-9bf8-4523-b35d-f97fe301b9dc,c5dd67ca-340a-462e-90b2-8abe5a5e6411,,Šiladis,LTR781,Šiladis ties Išdagiečiais,POINT (6215099 478771),2020-07-20,0.033,0.086,18.2,2,7.0,8.4,89.744,7.9,971,1.3,0.06,0.088,4,4.148,4.5,0.18,0.23,35.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/upiu_monitoringo_duomenys/UpiuValstybinioMonitoringoDuomenys,7daffa87-fd81-4622-851a-dcf9315a40b2,98cbbfe8-e886-45aa-bb72-d5d6537ba83a,,Mažupė,LTR702,Mažupė žemiau Katkūnų,POINT (6205334 507322),2022-04-25,0.323,0.199,9.0,5.5,5.9,8.69,75.238,8.0,883,4.7,0.11,0.088,8.8,8.998,9.2,0.02,0.06,68.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/upiu_monitoringo_duomenys/UpiuValstybinioMonitoringoDuomenys,7db5e248-12cb-4b27-b9d5-b751363e297f,5bceb965-c097-4a5f-898e-47462aa61866,,Vilkvedis,LTR1551,Vilkvedis ties Buvainiais,POINT (6223405 462065),2020-07-15,0.385,0.371,15.9,3.2,5.8,4.8,48.78,8.23,750,3,0.138,0.065,1.03,1.233,1.65,0.047,0.1,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/upiu_monitoringo_duomenys/UpiuValstybinioMonitoringoDuomenys,7db972d0-a8b1-4169-9cf1-00b2c7dba7bb,b014dda8-6c79-45f7-9f1d-90cc83f0864b,,Tatula,LTR92,Tatula aukščiau Biržų,POINT (6226661 539441),2019-03-25,1.69,,6.0,5,5.5,12.21,97.994,8.0,885,1.0,"<0,01",0.019,10,10.029,14.0,0.017,0.037,38.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/upiu_monitoringo_duomenys/UpiuValstybinioMonitoringoDuomenys,7dba0a97-1ec6-4b34-8506-a9a957651f9a,a905d54f-975b-44b7-84db-4a2ca27e65d7,,Dotnuvėlė,LTR245,Dotnuvėlė žemiau Dotnuvos,POINT (6135085 494039),2020-11-09,0.059,0.038,6.2,2.6,7.0,8.2,66.129,8.0,831,1.8,0.029,0.005,0.18,0.214,0.6,0.45,0.45,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/upiu_monitoringo_duomenys/UpiuValstybinioMonitoringoDuomenys,7dd240a2-2136-4efc-9d0c-f2cc635576a8,3771cdea-8898-4c6a-8bb6-a123844639cf,,Nikajus,LTR336,Nikajus ties Girsiais,POINT (6176149 634427),2019-09-19,0.46,0.7,10.2,<2,3.9,8.7,77.54,7.8,417,1.0,"<0,014",0.002,0.32,0.332,0.6,0.008,0.026,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/upiu_monitoringo_duomenys/UpiuValstybinioMonitoringoDuomenys,7de11cdd-8dd8-4383-9a93-5a81dad65522,b99791bb-b4cb-4a1a-bc28-9ab6a49fd076,,NEMUNAS,LTR612,"Nemunas ties Pagėgiais, ties keliu Nr. A12",POINT (6107352 366318),2018-05-14,452,0.65,21.0,8.1,3.9,9.8,,8.8,438,3.7,0.043,0.004,0.011,0.058,1.2,"<0,005",0.06,15.9,9.09,16.0,71.0,3.0,16.0,11.0,10,,239.0,,"<0,1",1.5,<1,1.4,"<0,5",0.22,<30,"<0,1",<2,<30,"<0,002",0.003,"<0,002","<0,004","<0,001","<0,001","<0,004","<0,003","<0,05","<0,05",,"<0,05",,"<0,05",,,,"<0,05","<0,05","<0,1","<0,2","<0,2","<0,2","<0,1","<0,1","<0,2","<0,2","<0,1","<0,2","<0,008","<0,005","<0,008","<0,008","<0,005","<0,008","<0,008","<0,008","<0,005","<0,005","<0,005","<0,008","<0,005","<0,005","<0,01","<0,025","<0,04","<0,04","<0,04","<0,05","<0,04","<0,004","<0,003","<0,5","<0,5","<0,5","<0,008","<0,005","<0,006",0.22,,,"<0,005","<0,005","<0,005","<0,005","<0,005","<0,005","<0,005","<0,006","<0,005","<0,006","<0,007","<0,005","<0,004","<0,006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<0,034","<0,0023","<0,0003","<0,0002","<0,013",,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/upiu_monitoringo_duomenys/UpiuValstybinioMonitoringoDuomenys,7de4b976-5a81-45c2-abbf-58a038e86a33,4e11dad0-7e0f-4984-bad8-a77eed78f0ae,,Derežnyčia,LTR172,Derežnyčia žemiau Varėnos,POINT (6009653 535229),2017-07-10,0.427,0.204,17.9,2.5,3.8,6.7,71.125,7.8,395,4.1,0.16,0.008,0.35,0.518,0.7,0.08,0.12,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/upiu_monitoringo_duomenys/UpiuValstybinioMonitoringoDuomenys,7de5f4dd-bcee-4f26-af9e-c6083f06aa6c,4c3bb605-0b78-4566-8fc8-5fe47545b9f9,,Nevėžis,LTR40,Nevėžis aukščiau Raudondvario,POINT (6090872 487250),2021-05-03,22.4,0.36,9.2,7.5,5.7,10.4,90.513,8.4,911,4.0,0.07,0.041,7.9,8.011,10.0,0.026,0.071,34,14.4,,,,,,,,426.0,"<0,01","<0,1",<1,<1,2.7,<1,"<0,1",<30,0.12,<2,<15,"<0,002","<0,003","<0,002","<0,002","<0,002","<0,002","<0,003","<0,003",,"<0,1","<0,1",,,"<0,01","<0,01","<0,01","<0,01",,"<0,05",,,,,,,,,,,"<0,005","<0,005","<0,005","<0,005","<0,005","<0,005","<0,005","<0,005","<0,005","<0,004","<0,004","<0,005","<0,005","<0,005","<0,005","<0,05","<0,05","<0,05","<0,05","<0,05","<0,05","<0,05","<0,05","<0,5","<0,5","<0,5","<0,005","<0,005",,0.42,,,"<0,005","<0,005","<0,005","<0,005","<0,005","<0,005","<0,005",,,,,,,,,,,,,,,,,,,,,,,,,,"<0,01",,,"<0,01",,,"<0,01",,"<0,01",,"<0,01",,,"<0,01",,"<0,001","<0,001","<0,001","<0,00005","<0,00005",,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/upiu_monitoringo_duomenys/UpiuValstybinioMonitoringoDuomenys,7dee9c5d-e577-4c57-b786-3221cc049fac,ed4a01fa-1988-4e77-bbc7-3f2b82ed987b,,Viksvė,LTR963,Viksvė ties Laukdvariais,POINT (6159799 393914),2022-02-07,,,3.0,259,3.0,12.7,94.144,7.2,212,2.7,0.068,0.008,1.9,1.976,3.7,0.025,0.29,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/upiu_monitoringo_duomenys/UpiuValstybinioMonitoringoDuomenys,7df98819-7de3-4013-bd7f-aaf52fb9edca,74e44361-c021-4be9-b013-0c2472815ae7,,Šelmenta,LTR403,Šelmenta aukščiau Tribarčių,POINT (6024277 439657),2020-04-08,0.24,0.37,8.7,6.9,3.8,10.75,92.354,7.76,438,3.1,0.03,"<0,004",0.31,0.344,1.0,"<0,009",0.033,29.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/upiu_monitoringo_duomenys/UpiuValstybinioMonitoringoDuomenys,7df9f90b-45be-406b-b3f1-0dc8ce050f98,5b7a8722-076f-4319-a9e5-e28326acfa8f,,Skirvytė,LTR127,Skirvytė ties Rusne,POINT (6131567 333428),2021-10-11,131.0,,10.0,2.1,3.9,6.1,54.126,8.2,479,0.93,0.029,0.01,0.7,0.739,1.5,0.049,0.08,<11,25.5,,,,,,,7.96,225.0,"<0,01","<0,13",1.99,0.596,0.626,"<0,19",0.29,30,0.17,"<1,85",1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<0,15","<0,001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<0,01",,,"<0,001","<0,001","<0,001","<0,00005","<0,00005",,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/upiu_monitoringo_duomenys/UpiuValstybinioMonitoringoDuomenys,7e023b29-ce65-4a70-9bf8-c8928303b44c,35f74859-5876-4b62-8ce4-2ed5d368e54f,,Akmena - Danė,LTR77,Akmena-Danė žiotyse,POINT (6178375 319299),2019-01-15,4.12,,1.0,14,4.9,11.8,,9.0,452,3.4,0.086,0.018,5.3,5.404,6.8,0.033,0.091,26.1,6.59,,,,,,,,242.0,"<0,01","<0,1",<1,<1,1.4,1.1,0.36,63,"<0,1",<2,<30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/upiu_monitoringo_duomenys/UpiuValstybinioMonitoringoDuomenys,7e086624-eca0-4bef-bce0-0ddf3760458d,8e66bd6d-b8af-4029-b14d-f69877cb5163,,Nemunėlis,LTR357,Nemunėlis ties Tabokine,POINT (6253687 552504),2019-02-28,28,0.45,2.5,2,3.8,11.69,85.453,7.9,489,1.5,0.015,0.017,4.8,4.832,5.1,0.039,0.048,40.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/upiu_monitoringo_duomenys/UpiuValstybinioMonitoringoDuomenys,7e095ea6-79ed-45ca-b790-5e14f443ad54,282c730f-5c51-44d4-8355-9c98ae3e578d,,Šventoji,LTR1319,"Šventoji ties Šventupiu, ties keliu Nr.118",POINT (6166046 590414),2022-01-18,27.5,,0.3,4.8,4.4,14.1,97.041,8.3,477,1.5,0.05,0.009,1.2,1.259,1.9,0.015,0.04,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/upiu_monitoringo_duomenys/UpiuValstybinioMonitoringoDuomenys,7e13c0fc-34b5-4347-9b79-2dda601fc801,6b5025af-c5e7-4148-94cb-9c3e4e2bdad8,,Skroblus,LTR1301,Skroblus aukščiau Dubininko,POINT (5994838 519196),2020-10-13,0.62,,9.4,3.5,2.1,9.2,80.42,7.8,285,2.7,0.01,0.001,0.2,0.211,0.4,0.033,0.1,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/upiu_monitoringo_duomenys/UpiuValstybinioMonitoringoDuomenys,7e14eaf2-5817-490c-b2e7-e4792ac5f455,249b7af5-bfce-4bc2-b289-767ccbc009db,,Jiešmuo,LTR1566,Jiešmuo žemiau Pajiešmenių,POINT (6219269 528142),2020-09-21,,,12.3,4.5,5.8,3.15,29.522,7.7,1241,4.6,0.39,0.007,0.08,0.477,2.1,0.24,0.29,45.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/upiu_monitoringo_duomenys/UpiuValstybinioMonitoringoDuomenys,7e27e082-3256-48af-879d-172a921c0735,e9aa0eaa-981d-466b-90a7-46dd2a9a986e,,Armona,LTR192,Armona žemiau santakos su Pavarkla,POINT (6117609 543873),2018-07-03,0.204,0.157,11.7,5,6.3,9.94,91.867,8.17,727,1.4,0.151,0.034,5.4,5.585,7.04,0.054,0.134,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/upiu_monitoringo_duomenys/UpiuValstybinioMonitoringoDuomenys,7e2b234b-1849-400a-9902-a7404708b8d1,ba92d1dd-ab0f-4e1d-9c2e-11520eb9f7e2,,NEMUNAS,LTR11,Nemunas žemiau Smalininkų,POINT (6104738 409179),2018-01-10,1070,0.87,1.2,17,4.4,10.1,71.277,8.2,509,2.2,0.056,0.017,3.3,3.373,3.9,0.065,0.099,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/upiu_monitoringo_duomenys/UpiuValstybinioMonitoringoDuomenys,7e3148c3-0fcd-4287-826c-078b1021e70c,1ac5ae61-b099-4e8b-96bb-0ffd441bc2f6,,Mituva,LTR232,Mituva ties Jurbarku,POINT (6105724 419765),2022-01-24,1.84,,1.7,7,4.0,13.7,97.997,7.9,531,2.2,0.088,0.022,8.0,8.11,8.5,0.05,0.061,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/upiu_monitoringo_duomenys/UpiuValstybinioMonitoringoDuomenys,7e37483d-aa47-4a7d-aaae-74cc88f62f6b,45eda6c7-7c96-4c89-bf58-f466a070ba5d,,Šventoji,LTR1319,"Šventoji ties Šventupiu, ties keliu Nr. 118",POINT (6166046 590414),2017-07-10,19.1,,18.8,2.3,4.6,7.5,81.081,8.2,434,3.0,0.06,0.021,0.32,0.401,1.4,0.026,0.052,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/upiu_monitoringo_duomenys/UpiuValstybinioMonitoringoDuomenys,7e3d97f9-bb8a-41ff-8c67-ef17cfce60f6,0e680437-4385-4616-a68e-f701f6575440,,Merkys,LTR70,Merkys žemiau Puvočių,POINT (5997060 518312),2019-01-07,38.7,0.74,0.1,5,3.5,13.5,92.402,8.3,467,2.9,0.07,0.012,1.2,1.282,1.8,0.031,0.078,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/upiu_monitoringo_duomenys/UpiuValstybinioMonitoringoDuomenys,7e44cb0c-509a-4052-a00d-82f5df788d11,635b0271-700c-4906-aa73-1e1ca18d4a50,,Birvėta,LTR105,Birvėta pasienyje,POINT (6131211 676896),2021-11-04,2.31,0.35,6.6,15,4.3,10.3,83.945,8.0,480,3.4,0.2,0.021,0.84,1.061,1.3,0.012,0.086,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/upiu_monitoringo_duomenys/UpiuValstybinioMonitoringoDuomenys,7e4f0cbf-4b89-46a1-9c86-4775f39d903f,f614b1a8-2508-43d0-a296-ec04672058d7,,Lakaja,LTR1348,Lakaja ties Argirdiške,POINT (6111970 617372),2017-01-10,,,0.1,<2,2.9,10.32,70.637,7.89,291,2.3,0.056,0.006,0.639,0.701,1.16,"<0,014",0.036,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
